"term","Mike_Count"
"it was around this time that",3
"it was going to be one",3
"it was love at first sight",3
"it was nice to have a",3
"it was one of the first",3
"it was one of the most",3
"it was so much fun and",3
"it was the first time i",3
"it was time to go home",3
"it will be a while before",3
"it will be nice to be",3
"it would be great if you",3
"it would be interesting to see",3
"it would have been better to",3
"its going to be a great",3
"its going to be a long",3
"its hard to see in the",3
"its like to live in a",3
"its not the end of the",3
"its that time of the year",3
"its that time of year again",3
"its the most wonderful time of",3
"its three fundamentals for of and",3
"its up to you to decide",3
"ive been doing a lot of",3
"ive seen in a long time",3
"just as soon as i can",3
"just havent had the time to",3
"just leave a comment on this",3
"just met you and this is",3
"just stepped over my goal of",3
"just the way i like it",3
"just wanted to let you know",3
"knew i was going to have",3
"knew this was going to be",3
"knew what he was doing and",3
"know a lot of people who",3
"know about you guys but i",3
"know its going to be a",3
"know the answer to this question",3
"know what to do with it",3
"lacs for the quarter ending on",3
"last thing i wanted to do",3
"learn more about the book and",3
"leave me a comment on this",3
"let it be known that i",3
"let me know how it goes",3
"let me know if you have",3
"let me tell you a little",3
"let us know if you have",3
"level chance to deal damage after",3
"level mp cost attacks up to",3
"level mp cost chance to cancel",3
"level mp cost duration seconds all",3
"level mp cost duration seconds chance",3
"level weapon att accuracy proc rate",3
"like a good idea at the",3
"like its going to be a",3
"looking for love in all the",3
"looking for something a little more",3
"lots and lots and lots of",3
"love her with all my heart",3
"love in all the wrong places",3
"love it as much as i",3
"love to see your take on",3
"made a name for himself as",3
"made my way back to the",3
"make a long story short i",3
"make your heart skip a beat",3
"makes me feel like i have",3
"man but if youre up there",3
"many of you know i have",3
"may the th be with you",3
"me about it in the comments",3
"me feel like i have a",3
"me know if you have any",3
"me know what you think about",3
"me to see if i was",3
"members of the body of christ",3
"men and women boys and girls",3
"mentioned in a previous post that",3
"met you and this is crazy",3
"minutes or until crisp and golden",3
"mixture is light in color and",3
"more about the book and author",3
"mp cost attacks up to enemies",3
"mp cost chance to cancel the",3
"mp cost duration seconds all stats",3
"mp cost duration seconds chance to",3
"my favorite time of the year",3
"my flesh and drinks my blood",3
"my work cut out for me",3
"myself for accepting and allowing myself",3
"need to figure out how to",3
"never thought of it that way",3
"no idea what to do with",3
"no matter how many times i",3
"normally not a praying man but",3
"not a big fan of the",3
"not a praying man but if",3
"not that big of a deal",3
"not the end of the story",3
"not the end of the world",3
"not the kind of person who",3
"not the least of which is",3
"not uncomfortable with the idea of",3
"nothing great was ever achieved without",3
"now is not the time to",3
"now that i think about it",3
"of cardstock using the eclips machine",3
"of chicago alpine valley resort east",3
"of course i had to make",3
"of influenza recommendations of the advisory",3
"of its three fundamentals for of",3
"of my favorite parts of the",3
"of the advisory committee on immunization",3
"of the best movies ever made",3
"of the cake comes out clean",3
"of the church of jesus christ",3
"of the end of the world",3
"of the hardest things ive ever",3
"of the things i love about",3
"of where the wild things are",3
"off the top of my head",3
"oh and did i mention that",3
"oh and did i mention the",3
"older i get the more i",3
"olive oil in a frying pan",3
"on a baking sheet and bake",3
"on a life of its own",3
"on earth as it is in",3
"on my hands and knees and",3
"on the edge of my seat",3
"on the far side of the",3
"on the inside of the card",3
"on the opposite side of the",3
"on the other end of the",3
"on the other hand i have",3
"on the same day of the",3
"on the same side of the",3
"one of my all time favorite",3
"one of my favorite things about",3
"one of the best movies ever",3
"one of the best ways to",3
"one of the first people to",3
"one of the great things about",3
"one of the hardest things ive",3
"one of the most important things",3
"one of them is in a",3
"out of cardstock using the eclips",3
"over a year and a half",3
"over the last couple of weeks",3
"over the next couple of weeks",3
"over the past few weeks but",3
"past few weeks i have been",3
"people all over the world who",3
"people in my life who are",3
"people the sanctity and truth of",3
"please dont call me to the",3
"please let me know what you",3
"posted by justin the claw at",3
"potter and the deathly hallows part",3
"praying man but if youre up",3
"prevention and control of influenza recommendations",3
"ready to take on the world",3
"really dont know what to do",3
"recommendations of the advisory committee on",3
"remove from oven and let cool",3
"rock and roll hall of fame",3
"said something to the effect that",3
"sanctity and truth of the revelation",3
"seconds chance to not get knocked",3
"seemed like a good idea at",3
"share with you some of the",3
"she wanted to make sure that",3
"so be sure to check back",3
"so happy to be able to",3
"so i thought i would make",3
"so i thought i would share",3
"so i wanted to make sure",3
"so imagine my surprise when i",3
"so much to look forward to",3
"some of the things that i",3
"sometime in the next week or",3
"spend a lot of time with",3
"spend quite a bit of time",3
"spent a lot of time together",3
"spent quite a lot of time",3
"standing in the middle of the",3
"still a work in progress but",3
"still have a long way to",3
"still trying to figure out what",3
"stir fry for a short while",3
"stuck out like a sore thumb",3
"supreme integration of its three fundamentals",3
"take a closer look at the",3
"take a long hard look at",3
"th day of the nd month",3
"thank you all for your kind",3
"thank you for stopping by and",3
"thank you for the rt and",3
"thank you to each and every",3
"thank you very much for your",3
